FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
774,8624,Thompson Square,City of Boston, ,1,Charlestown,0.14,"111 Warren St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPRD,N,X,"Edward ""Gus"" Whalen Park",PWD,0,0,5906.878662,515.334815, ,PARK_Maintenance_Region 1,8624,515.334815,783,8624,0,3507,0,5907,2396,2396,59.3702387,0,40.56204503,40.56204503,783,8624,5907,3507,0,0,0,0,4,2396,3507,2400,59.3702387,0,0,0,0,0.067716269,40.56204503,59.3702387,40.6297613,5906.879883,515.334815
775,8625,Tremlett Square,City of Boston,A97,1,Dorchester,0.16,"200 Tremlett St, Dorchester, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Town Meeting Park,BPRD,0,0,6886.37915,639.4201342,305,PARK_Maintenance_Region 2,8625,639.4201342,784,8625,0,4407,2141,6887,97,2238,63.99012633,31.08755627,32.49600697,1.408450704,784,8625,6887,4407,2141,0,0,0,242,97,6548,339,63.99012633,31.08755627,0,0,0,3.513866705,1.408450704,95.07768259,4.92231741,6886.379395,639.4201342
776,8626,Bonito Square,City of Boston, ,1,East Boston,0.05754655,"75 Howell St, Dorchester, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Joseph A. Bonito Square;  Walley Park,PWD,0,0,2707.586182,254.7616453, ,PARK_Maintenance_Region 1,8626,254.7616453,785,8626,0,0,1405,2706,129,1534,0,51.92165558,56.68883962,4.767184035,785,8626,2706,0,1405,0,0,0,1172,129,1405,1301,0,51.92165558,0,0,0,43.31116038,4.767184035,51.92165558,48.07834442,2707.586426,254.7616453
777,8627,Richardson Park,Commonwealth of Massachusetts,A97,1,Dorchester,1.12087438,"55 Sunnyside St, Jamaica Plain, MA",Residential District,"Malls, Squares & Plazas",DCR,DCR,X,X, ,DCR,0,0,48533.85864,935.7868572, ,INFO_Reallocation From Dept,8627,935.7868572,786,8627,0,18611,27625,48526,960,28585,38.3526357,56.92824465,58.90656555,1.9783209,786,8627,48526,18611,27625,0,0,932,398,960,46236,2290,38.3526357,56.92824465,0,0,1.920619874,0.820178873,1.9783209,95.28088035,4.719119647,48533.85889,935.7868572
778,8628,Columbia Road,City of Boston,A97,2,Dorchester,0.58,"100 Columbia Rd, Boston, MA",Residential District,"Parkways, Reservations & Beaches",DCR,MA DOT,N,X, ,DCR,0,0,25062.2666,5194.225786, ,INFO_Reallocation From Dept,8628,5194.225785,787,8628,0,15499,4000,25083,4061,8061,61.79085436,15.94705577,32.13730415,16.19024838,787,8628,25083,15499,4000,0,0,0,1523,4061,19499,5584,61.79085436,15.94705577,0,0,0,6.071841486,16.19024838,77.73791014,22.26208986,25062.26538,5194.225785
779,8629,Mount Vernon Square,Private, ,1,Back Bay/Beacon Hill,0.05,"50 Mount Vernon St, Boston, MA",Residential District,"Malls, Squares & Plazas", ,Private,N,X, , ,0,0,1975.747314,170.5822038, ,INFO_Reallocation From Dept,8629,170.5822038,788,8629,0,1649,161,1973,0,161,83.57830715,8.16016219,8.16016219,0,788,8629,1973,1649,161,0,0,0,163,0,1810,163,83.57830715,8.16016219,0,0,0,8.261530664,0,91.73846934,8.261530664,1975.747314,170.5822038
780,8630,Charlestown Veteran's Memorial Park,City of Boston, ,1,Charlestown,0.04,"54 Monument Square, Charlestown, MA",Commercial/Office/Business District,"Malls, Squares & Plazas", , ,N,X, , ,0,0,1916.808838,183.219765, ,INFO_Reallocation From Dept,8630,183.219765,789,8630,0,1439,0,1923,293,293,74.83099324,0,15.23660946,15.23660946,789,8630,1923,1439,0,0,0,191,0,293,1439,484,74.83099324,0,0,0,9.932397296,0,15.23660946,74.83099324,25.16900676,1916.809082,183.219765
781,8631,Castle Square Parks,BRA, ,3,South End,1.19,"533 Tremont St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,51812.04541,2254.526815, ,PARK_Maintenance_Ground Maintenance,8631,2254.526815,790,8631,1,37035,5465,51812,7943,13408,71.47958002,10.54774956,25.87817494,15.33042538,790,8631,51812,37035,5465,1108,0,697,672,6835,43608,8204,71.47958002,10.54774956,2.138500733,0,1.345248205,1.296996835,13.19192465,84.16583031,15.83416969,51812.04761,2254.526815
782,8632,Hillside/Calumet,City of Boston, ,7,Jamaica Plain,1.26,"21 Hillside St, Roxbury, MA",Open Space District,Urban Wilds & Natural Areas, , ,N,N,Prospect Hillside,DND,0,0,54740.77686,1639.037888, ,INFO_Reallocation From Dept,8632,1639.037888,791,8632,0,53969,465,54740,230,695,98.59152357,0.849470223,1.26963829,0.420168067,791,8632,54740,53969,465,0,0,76,0,230,54434,306,98.59152357,0.849470223,0,0,0.138838144,0,0.420168067,99.44099379,0.559006211,54740.77734,1639.037888
783,8633,Judge Street,Private, ,6,Jamaica Plain,0.14697678,"1 Judge St, Dorchester, MA",Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,6538.158447,323.3998138, ,PARK_Maintenance_Ground Maintenance,8633,323.3998139,792,8633,0,1486,694,6540,1026,1720,22.72171254,10.6116208,26.29969419,15.68807339,792,8633,6540,1486,694,0,0,3334,0,1026,2180,4360,22.72171254,10.6116208,0,0,50.97859327,0,15.68807339,33.33333333,66.66666667,6538.158936,323.3998139
784,8634,Roberts Playground,City of Boston,A97,3,Dorchester,10.18916048,"56 Dunbar St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,443387.3308,3001.45958,265,PARK_Maintenance_Region 2,8634,3001.45958,793,8634,1,46878,97487,443387,298336,395823,10.57270511,21.9868873,89.27257678,67.28568948,793,8634,443387,46878,97487,0,0,0,686,298336,144365,299022,10.57270511,21.9868873,0,0,0,0.154718113,67.28568948,32.55959241,67.44040759,443387.3298,3001.45958
785,8635,Willow Pond Meadow,Commonwealth of Massachusetts,A97/WPA,3,Jamaica Plain,6.29554264,"10 Willow Pond Rd, Dorchester, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Olmsted Park;  Former Kelly Rink Site,DCR,0,0,272323.1128,2217.401041, ,INFO_Reallocation From Dept,8635,2217.401041,794,8635,31183,185399,46658,241139,8650,55308,76.88470135,19.34900617,22.93614886,3.587142685,794,8635,241139,185399,46658,0,0,0,432,8650,232057,9082,76.88470135,19.34900617,0,0,0,0.179149785,3.587142685,96.23370753,3.76629247,272323.1138,2217.401041
786,8636,Olmsted Park,City of Boston,A97/NRHP/RSP,3,Jamaica Plain,42.95562559,"170 Jamaicaway, Jamaica Plain, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Daisy Field, ,0,0,1865347.23,8807.483827,221,PARK_Maintenance_Region 3,8636,8807.483827,795,8636,358052,1157329,219542,1429025,49448,268990,80.98731653,15.36306223,18.82332359,3.460261367,795,8636,1507187,1157329,219542,20913,78162,5,2701,28535,1475946,31241,76.78735286,14.56634114,1.387551777,5.185952374,0.000331744,0.179208021,1.893262084,97.92719815,2.072801849,1865347.229,8807.483827
787,8637,Foster's Nook CG I,City of Boston, ,5,South Boston,0.07,"344 Athens Street, Boston, MA",Residential District,Community Gardens, ,Community Group/Nonprofit,N,X, ,DND,0,0,3171.032227,227.9615483, ,INFO_Reallocation From Dept,8637,227.9615483,796,8637,0,1573,995,3173,492,1487,49.57453514,31.35833596,46.8641664,15.50583044,796,8637,3173,1573,995,0,0,1,112,492,2568,605,49.57453514,31.35833596,0,0,0.031515916,3.52978254,15.50583044,80.9328711,19.0671289,3171.032227,227.9615483
788,8638,Foster's Nook CG II,Community Group/Nonprofit, ,5,South Boston,0.04,"348 Athens Street, Boston, MA",Residential District,Community Gardens, ,Community Group/Nonprofit,N,X, , ,0,0,1784.412354,186.5670241, ,INFO_Reallocation From Dept,8638,186.5670242,797,8638,0,279,1433,1782,10,1443,15.65656566,80.41526375,80.97643098,0.561167228,797,8638,1782,279,1433,0,0,0,60,10,1712,70,15.65656566,80.41526375,0,0,0,3.367003367,0.561167228,96.07182941,3.928170595,1784.412598,186.5670242
789,8639,Frieda Garcia Park,City of Boston,A97,3,Back Bay/Beacon Hill,0.27,"144 Dudley St, Roxbury, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,0,0,11665.38208,486.1168171,127,PARK_Maintenance_Ground Maintenance,8639,486.1168172,798,8639,0,9285,16,11692,1918,1934,79.41327403,0.136845706,16.54122477,16.40437906,798,8639,11692,9285,16,0,0,0,473,1918,9301,2391,79.41327403,0.136845706,0,0,0,4.045501197,16.40437906,79.55011974,20.44988026,11665.38232,486.1168172
790,8640,Geneva Cliffs II,Private, ,6,North Dorchester,1.19,"150 Geneva Ave, Dorchester, MA",Open Space District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,NStar at Geneva Cliffs, ,0,0,51657.89185,947.2999307, ,INFO_Reallocation From Dept,8640,947.2999308,799,8640,0,39321,11476,51641,844,12320,76.14298716,22.22265254,23.85701284,1.634360295,799,8640,51641,39321,11476,0,0,0,0,844,50797,844,76.14298716,22.22265254,0,0,0,0,1.634360295,98.3656397,1.634360295,51657.89233,947.2999308
791,8642,Boundary I,City of Boston, ,6,Roslindale,6.92577563,"257-261 Washington St, Dorchester, MA",Residential District,Urban Wilds & Natural Areas,NULL,NULL,N,X, ,NULL,0,0,307701.7012,2478.820996, ,INFO_Reallocation From Dept,8642,2478.820996,800,8642,0,279531,28171,307702,0,28171,90.84471339,9.155286608,9.155286608,0,800,8642,307702,279531,28171,0,0,0,0,0,307702,0,90.84471339,9.155286608,0,0,0,0,0,100,0,307701.7012,2478.820996
792,8643,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Roslindale,70.42,"104 Turtle Pond Pkwy, Hyde Park, MA",Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,3059604.999,16517.34694, ,INFO_Reallocation From Dept,8643,16517.34694,801,8643,0,2892222,153552,3048706,2587,156139,94.8671994,5.036628655,5.121484328,0.084855673,801,8643,3058396,2892222,153552,0,9690,62,283,2587,3055464,2932,94.56662904,5.020670966,0,0.316832745,0.002027206,0.009253216,0.084586823,99.90413275,0.095867245,3059605.001,16517.34694
793,8644,George Wright Golf Course,City of Boston,A97,3,Roslindale,156.37,"420 West St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,6794170.717,14378.28813,132,PARK_Maintenance_Region 4,8644,14378.28813,802,8644,6,2952637,3493580,6732686,266810,3760390,43.85526074,51.8898401,55.85274584,3.962905741,802,8644,6774189,2952637,3493580,32232,41503,19629,30,234578,6519952,254237,43.58657546,51.57192987,0.475806034,0.612663745,0.289761623,0.000442857,3.46282042,96.2469751,3.753024901,6794170.716,14378.28813
794,8645,DeForest Urban Wild II,Private, ,6,Hyde Park,0.11,"17 DeForest St, Boston, MA",Residential District,Urban Wilds & Natural Areas,NULL,NULL,N, ,Deforest Street Urban Wild,NULL,0,0,4770.580322,286.1179053, ,INFO_Reallocation From Dept,8645,286.1179054,803,8645,0,4352,401,4773,20,421,91.17955164,8.40142468,8.820448355,0.419023675,803,8645,4773,4352,401,0,0,0,0,20,4753,20,91.17955164,8.40142468,0,0,0,0,0.419023675,99.58097633,0.419023675,4770.580078,286.1179054
795,8646,DeForest Urban Wild I,City of Boston,A97,6,Hyde Park,0.91,"41 DeForest St, Boston, MA",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Deforest Street Urban Wild,BCC,0,0,39824.05762,1242.539716, ,PARK_Maintenance_Ground Maintenance,8646,1242.539716,804,8646,0,34946,4787,39822,89,4876,87.75551203,12.02099342,12.24448797,0.223494551,804,8646,39822,34946,4787,0,0,0,0,89,39733,89,87.75551203,12.02099342,0,0,0,0,0.223494551,99.77650545,0.223494551,39824.05688,1242.539716
796,8647,ICA Pier Walk,Private, ,1,South Boston,0.29,"100 Northern Avenue, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,12746.93921,1000.175857, ,INFO_Reallocation From Dept,8647,1000.175857,805,8647,495,0,4051,12035,2021,6072,0,33.66015787,50.45284587,16.79268799,805,8647,12253,0,4051,0,218,5963,0,2021,4269,7984,0,33.06129111,0,1.779156125,48.66563291,0,16.49391986,34.84044724,65.15955276,12746.93921,1000.175857
797,8648,Fan Pier Harborwalk,Private, ,1,South Boston,1.66,"88 Seaport Blvd, Boston, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,72384.25171,2854.076988, ,INFO_Reallocation From Dept,8648,2854.076988,806,8648,2519,5185,6452,68472,51870,58322,7.572438369,9.42282977,85.17642248,75.75359271,806,8648,69866,5185,6452,0,1394,4949,16,51870,13031,56835,7.42134944,9.234820943,0,1.995248046,7.083559958,0.022900982,74.24212063,18.65141843,81.34858157,72384.25146,2854.076988
798,8649,The Park at Fan Pier,Private,Ch91,3,South Boston,1.26,"68 Northern Avenue, Boston, MA",Special District,"Parks, Playgrounds & Athletic Fields",Private,Private,N,X,Marina Park, ,0,0,55008.55615,1272.575703, ,INFO_Reallocation From Dept,8649,1272.575703,807,8649,0,10131,30595,54776,14048,44643,18.49532642,55.85475391,81.50102235,25.64626844,807,8649,55006,10131,30595,0,230,0,2,14048,40956,14050,18.41799076,55.62120496,0,0.418136203,0,0.003635967,25.53903211,74.45733193,25.54266807,55008.55518,1272.575703
799,8650,McLaughlin Playground,City of Boston,A97,3,Jamaica Plain,11.72747534,"239 Parker Hill Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,508293.3679,4113.638328,194,PARK_Maintenance_Region 3,8650,4113.638328,808,8650,1,273267,134804,508281,99346,234150,53.76297757,26.52155009,46.06703772,19.54548763,808,8650,508281,273267,134804,68028,0,812,52,31318,476099,32182,53.76297757,26.52155009,13.38393526,0,0.159754152,0.010230561,6.16155237,93.66846292,6.331537083,508293.3667,4113.638328
800,8651,Parker Hilltop,Private,A97/CR,6,Jamaica Plain,1.58002668,"32 Parker Hill Ave, Roxbury, MA",Institutional District,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,The Meadow, ,0,0,73818.6355,1153.832022, ,PARK_Maintenance_Region 3,8651,1153.832022,809,8651,0,65739,7877,73821,200,8077,89.0518958,10.67040544,10.94133106,0.270925617,809,8651,73821,65739,7877,0,0,0,5,200,73616,205,89.0518958,10.67040544,0,0,0,0.00677314,0.270925617,99.72230124,0.277698758,73818.63525,1153.832022
801,8652,Iroquois Street Woods,Private,Easement,6,Jamaica Plain,1.04421027,"50 Iroquois St, Roxbury, MA",Institutional District,Urban Wilds & Natural Areas,BCC,Private+BPRD,T,X, ,BCC,0,0,46831.88843,1274.328611, ,INFO_Reallocation From Dept,8652,1274.328611,810,8652,0,45932,902,46834,0,902,98.07404877,1.925951232,1.925951232,0,810,8652,46834,45932,902,0,0,0,0,0,46834,0,98.07404877,1.925951232,0,0,0,0,0,100,0,46831.88818,1274.328611
802,8653,Parker/Terrace,City of Boston, ,7,Jamaica Plain,1.32,"77 Terrace Street, Boston, MA", ,Urban Wilds & Natural Areas, , ,N, , ,DND,0,0,57690.13745,1114.773413, ,INFO_Reallocation From Dept,8653,1114.773413,811,8653,0,32896,24458,57690,220,24678,57.02201421,42.39556249,42.77691108,0.381348587,811,8653,57690,32896,24458,0,0,0,116,220,57354,336,57.02201421,42.39556249,0,0,0,0.20107471,0.381348587,99.4175767,0.582423297,57690.13745,1114.773413
803,8654,Butterfly Garden,Community Group/Nonprofit, ,3,Jamaica Plain,0.27,"9 Bucknam Street, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields", , ,N,X,Bucknam Street Garden, ,0,0,11559.37842,450.6340234, ,INFO_Reallocation From Dept,8654,450.6340234,812,8654,0,7202,3883,11560,475,4358,62.30103806,33.5899654,37.69896194,4.10899654,812,8654,11560,7202,3883,0,0,0,0,475,11085,475,62.30103806,33.5899654,0,0,0,0,4.10899654,95.89100346,4.10899654,11559.37842,450.6340234
804,8655,BNAN Parcel,BNAN_TTOR,Land Trust,6,Jamaica Plain,0.27,"61-69 Palmer St, Roxbury, MA",Open Space District,Urban Wilds & Natural Areas,BNAN_TTOR,BNAN,N,X, ,<NULL>,0,0,11664.74707,491.3583171, ,INFO_Reallocation From Dept,8655,491.3583172,813,8655,0,11669,0,11669,0,0,100,0,0,0,813,8655,11669,11669,0,0,0,0,0,0,11669,0,100,0,0,0,0,0,0,100,0,11664.74683,491.3583171
805,8658,Mission Hill Community Garden I,BNAN_TTOR,Land Trust,5,Jamaica Plain,0.34,"742 Parker Street, Boston, MA",Open Space District,Community Gardens,NULL, ,N, , , ,0,0,14725.46509,565.7675103, ,INFO_Reallocation From Dept,8658,565.7675103,814,8658,0,4509,5357,14722,4791,10148,30.62763212,36.38771906,68.93085179,32.54313273,814,8658,14722,4509,5357,0,0,23,42,4791,9866,4856,30.62763212,36.38771906,0,0,0.156228773,0.285287325,32.54313273,67.01535118,32.98464882,14725.46387,565.7675103
806,8659,Mission Hill Community Garden II,BRA, ,5,Jamaica Plain,0.15584958,"105 Gurney St, Roxbury, MA",Open Space District,Community Gardens,NULL, ,N, , , ,0,0,6873.468506,378.615214, ,INFO_Reallocation From Dept,8659,378.615214,815,8659,0,632,3422,6878,2471,5893,9.18871765,49.75283513,85.67897645,35.92614132,815,8659,6878,632,3422,0,0,0,353,2471,4054,2824,9.18871765,49.75283513,0,0,0,5.132305903,35.92614132,58.94155278,41.05844722,6873.469238,378.615214
807,8660,Central Court,Private,Easement,1,Central Boston,0.07,"50 Temple St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",Private,Private,N,X,"Broad St Prk, Fairlane Prk, Hamilton Prk", ,0,0,3035.739258,246.2730032, ,INFO_Reallocation From Dept,8660,246.2730031,816,8660,0,5,1798,3034,0,1798,0.164798945,59.26170073,59.26170073,0,816,8660,3034,5,1798,0,0,1231,0,0,1803,1231,0.164798945,59.26170073,0,0,40.57350033,0,0,59.42649967,40.57350033,3035.739502,246.2730031
808,8661,LoPresti Park,City of Boston,A97,3,East Boston,3.23,"33 Summer St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,140872.0901,2467.905521,182,PARK_Maintenance_Region 1,8661,2467.905521,817,8661,105,16789,13718,140623,110116,123834,11.93901424,9.755160962,88.06098576,78.30582479,817,8661,140767,16789,13718,0,144,0,0,110116,30651,110116,11.92680103,9.745181754,0,0.102296703,0,0,78.22572052,21.77427948,78.22572052,140872.0894,2467.905521
809,8662,Raymond V. Mellone Park I,City of Boston,A97,3,Allston-Brighton,1.08,"475 E 8th St, South Boston, MA",Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Library Park I,BPRD,0,0,47084.02344,1100.20184,255,INFO_Reallocation From Dept,8662,1100.20184,818,8662,2,23158,19520,47083,4392,23912,49.18548096,41.45870059,50.78690823,9.328207633,818,8662,47083,23158,19520,0,0,0,13,4392,42678,4405,49.18548096,41.45870059,0,0,0,0.027610815,9.328207633,90.64418155,9.355818448,47084.02368,1100.20184
810,8663,Raymond V. Mellone Park II,City of Boston,100,3,Allston-Brighton,0.48,"475 E 8th St, South Boston, MA",Special District,"Parks, Playgrounds & Athletic Fields", ,BPRD,N,X,Library Park II,BPL,0,0,20696.44092,955.8660876, ,INFO_Reallocation From Dept,8663,955.8660876,819,8663,0,12833,4509,20696,3284,7793,62.00715114,21.78681871,37.65461925,15.86780054,819,8663,20696,12833,4509,0,0,30,40,3284,17342,3354,62.00715114,21.78681871,0,0,0.144955547,0.193274063,15.86780054,83.79396985,16.20603015,20696.44263,955.8660875
811,8664,Justice Gourdin Park I,City of Boston,A97,1,Roxbury,0.53,"188 Blue Hill Ave, Roxbury, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Peace Park,BPRD,0,0,21973.58228,612.2494384,136,PARK_Maintenance_Ground Maintenance,8664,612.2494384,820,8664,0,8482,12889,21979,608,13497,38.59138268,58.64234042,61.40861732,2.766276901,820,8664,21979,8482,12889,0,0,0,0,608,21371,608,38.59138268,58.64234042,0,0,0,0,2.766276901,97.2337231,2.766276901,21973.58105,612.2494384
812,8665,Elliot Norton Park,City of Boston,A97,3,Central Boston,0.77064426,"277 Tremont St, Boston, MA",Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,41164.47217,1250.560504,104,PARK_Maintenance_Region 1,8665,1250.560504,821,8665,0,26885,8679,41163,5492,14171,65.31350971,21.08446906,34.42654811,13.34207905,821,8665,41163,26885,8679,0,0,107,0,5492,35564,5599,65.31350971,21.08446906,0,0,0.259942181,0,13.34207905,86.39797877,13.60202123,41164.47021,1250.560504
813,8666,Bay Village Neighborhood Park,City of Boston, ,1,Central Boston,0.07965458,"124 Arlington St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",PWD, ,X,X, ,PWD,0,0,4095.008789,275.3912031, ,PARK_Maintenance_Region 1,8666,275.3912031,822,8666,0,1775,1724,4099,496,2220,43.30324469,42.05903879,54.15955111,12.10051232,822,8666,4099,1775,1724,0,0,104,0,496,3499,600,43.30324469,42.05903879,0,0,2.537204196,0,12.10051232,85.36228348,14.63771652,4095.008789,275.3912031
814,8667,Beauford Play Area,City of Boston,A97,3,Roxbury,0.23995873,"127 Howard Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,10268.23926,411.3432548,18,PARK_Maintenance_Region 5,8667,411.3432548,823,8667,0,4046,4505,10269,1710,6215,39.40013633,43.8698997,60.5219593,16.6520596,823,8667,10269,4046,4505,0,0,0,8,1710,8551,1718,39.40013633,43.8698997,0,0,0,0.077904372,16.6520596,83.27003603,16.72996397,10268.23999,411.3432548
815,8668,King School Park,BRA, ,3,Roxbury,0.82,"110-122 Intervale St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,35736.26587,868.3369386, ,PARK_Maintenance_Region 5,8668,868.3369387,824,8668,0,13834,12818,35736,8544,21362,38.71166331,35.8685919,59.77725543,23.90866353,824,8668,35736,13834,12818,0,0,0,540,8544,26652,9084,38.71166331,35.8685919,0,0,0,1.511081263,23.90866353,74.5802552,25.4197448,35736.26563,868.3369386
