GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc
250138026011,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,694,281.0,0.2202977091,Forest,Google,0.4,-1.0,-1.0,0.322911299411315,0.231316725978648,0.231316725978648,0.231316725978648,0.247990317394367,0.0,0.0,0.161157024793388,0.138790035587189,0.080578512396694,0.039923394225103,0.095554829378047,0.493150319952291,5.63,0.585163845876846,97,83.0,,0.0,0.138790035587189
250138026012,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1387,1422.0,0.2714359169,Forest,Google,0.4,-1.0,-1.0,0.399979135733516,0.751758087201125,0.751758087201125,0.182841068917018,0.196020475915098,0.12180746561886,0.186712173576356,0.239755884917175,0.193389592123769,0.119877942458588,0.039923394225103,0.095554829378047,0.493150319952291,2.99,0.490097227223623,88,83.0,,0.172292545710267,0.021097046413502
250138026013,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1397,1685.0,0.2102298373,Forest,Google,0.3,-1.0,-1.0,0.456862904958528,0.670623145400593,0.670623145400593,0.619584569732938,0.664244980343129,0.062957540263543,0.096504258798132,0.368805848903331,0.269436201780415,0.184402924451665,0.039923394225103,0.095554829378047,0.493150319952291,5.24,0.571119913575801,95,83.0,,0.245697329376855,0.023738872403561
250138026014,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1368,1417.0,0.2239454187,Forest,Google,0.3,-1.0,-1.0,0.499062381410986,0.827805222300635,0.827805222300635,0.599858856739591,0.643097413925896,0.027363184079602,0.041943566837346,0.647674418604651,0.393083980239944,0.323837209302326,0.039923394225103,0.095554829378047,0.493150319952291,8.22,0.678429960388909,93,83.0,,0.360621030345801,0.032462949894143
250138026015,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1270,1619.0,0.3045560874,Forest,Google,0.4,-1.0,-1.0,0.430263033791766,0.78319950586782,0.78319950586782,0.25077208153181,0.268848038677757,0.010909090909091,0.01672196416722,0.854524627720504,0.460778258184064,0.427262313860252,0.039923394225103,0.095554829378047,0.493150319952291,2.82,0.48397551314368,100,83.0,,0.352686843730698,0.108091414453366
250138026016,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1235,1104.0,0.5833759669,Forest,Google,0.5,-1.0,-1.0,0.435536794539437,0.615036231884058,0.615036231884058,0.471014492753623,0.504965791216067,0.123728813559322,0.189657305455895,0.537604456824513,0.34963768115942,0.268802228412256,0.039923394225103,0.095554829378047,0.493150319952291,1.67,0.442563917897011,100,83.0,,0.23731884057971,0.11231884057971
250138026021,Springfield,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2022,1724.0,1.4979147666,Forest,Google,0.5,-1.0,-1.0,0.349141314581105,0.266241299303944,0.266241299303944,0.286542923433875,0.307197286442814,0.074786324786325,0.114635972300206,0.587476979742173,0.370069605568445,0.293738489871087,0.09429569266589,0.22569245422796,0.40544933086407,-1.6,0.324810947065178,100,83.0,,0.133990719257541,0.236078886310905
250138101001,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,631,2747.0,2.1256905678,Forest,Google,0.5,-1.0,-1.0,0.266131070502476,0.175464142701129,0.175464142701129,0.159032612678637,0.170495877145828,0.022478736330498,0.034456457148939,0.52357182473655,0.343647615580633,0.261785912368275,0.005702518612387,0.013648719093357,0.391770977525599,-3.83,0.244508462369463,100,92.0,,0.184200946487077,0.159446669093557
250138101002,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,691,537.0,1.1092511284,Forest,Google,0.5,-1.0,-1.0,0.317948366074917,0.0,0.0,0.124767225325884,0.133760598928055,0.111111111111111,0.170316301703163,0.760655737704918,0.432029795158287,0.380327868852459,0.005702518612387,0.013648719093357,0.391770977525599,6.19,0.605329492257832,87,92.0,,0.163873370577281,0.268156424581006
250138101003,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1771,2699.0,2.656500922,Forest,Google,0.5,-1.0,-1.0,0.347895487244782,0.251574657280474,0.251574657280474,0.338235294117647,0.36261570618095,0.019791666666667,0.030337591240876,0.842320819112628,0.457206372730641,0.421160409556314,0.005702518612387,0.013648719093357,0.391770977525599,2.07,0.456967951026287,100,92.0,,0.20970729899963,0.247499073731011
250138101004,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,880,761.0,2.202496327,Forest,Google,0.5,-1.0,-1.0,0.320806924309774,0.236530880420499,0.236530880420499,0.471747700394218,0.505751849356644,0.153846153846154,0.235822571588995,0.363799283154122,0.266754270696452,0.181899641577061,0.005702518612387,0.013648719093357,0.391770977525599,-6.4,0.151962549513864,100,92.0,,0.103810775295664,0.162943495400788
250138102001,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,243,679.0,0.7794569662,Forest,Google,0.5,-1.0,-1.0,0.256212065925748,0.12960235640648,0.12960235640648,0.247422680412371,0.265257208645141,0.0,0.0,0.385714285714286,0.278350515463918,0.192857142857143,0.010511882998172,0.025159714143261,0.40693166402432,-5.2,0.195174648901692,100,92.0,,0.160530191458026,0.117820324005891
250138102002,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1055,834.0,5.6004977173,Forest,Google,0.5,-1.0,-1.0,0.292573137656545,0.133093525179856,0.133093525179856,0.372901678657074,0.399780885951137,0.023255813953488,0.035647598030894,0.632093933463796,0.387290167865707,0.316046966731898,0.010511882998172,0.025159714143261,0.40693166402432,-5.59,0.181130716600648,100,92.0,,0.196642685851319,0.190647482014388
250138103001,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1524,1439.0,2.0287061565,Forest,Google,0.5,-1.0,-1.0,0.328147185373746,0.055594162612926,0.055594162612926,0.378735232800556,0.406034929784149,0.075669383003492,0.115989565187835,0.474385245901639,0.321751216122307,0.23719262295082,0.002491435689816,0.005963138076498,0.499256444621579,2.0,0.454447245228664,98,92.0,,0.191104933981932,0.130646282140375
250138103002,Palmer,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1207,1918.0,2.1539151475,Forest,Google,0.5,-1.0,-1.0,0.309642759902159,0.276329509906152,0.276329509906152,0.124608967674661,0.13359093387253,0.050619834710744,0.077592447366834,0.628183361629881,0.385818561001043,0.314091680814941,0.002491435689816,0.005963138076498,0.499256444621579,-1.63,0.323730644580483,100,92.0,,0.172054223149114,0.213764337851929
250138104031,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1287,1431.0,1.2884252294,Forest,Google,0.5,-1.0,-1.0,0.428912457069907,0.358490566037736,0.358490566037736,0.270440251572327,0.289933914376018,0.028089887640449,0.043057492003609,0.95225102319236,0.487770789657582,0.47612551159618,0.141558122388793,0.338812931477468,0.53252218963119,3.8,0.519265394310407,97,92.0,,0.260656883298393,0.227113906359189
250138104032,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1592,1688.0,0.5534152181,Forest,Google,0.4,-1.0,-1.0,0.41931003661799,0.196682464454976,0.196682464454976,0.293838862559242,0.315019125748791,0.054582904222451,0.083667225450472,0.363489499192245,0.266587677725118,0.181744749596123,0.141558122388793,0.338812931477468,0.53252218963119,12.57,0.835073820669788,78,92.0,,0.151658767772512,0.114928909952607
250138104033,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1154,1123.0,0.7746384672,Forest,Google,0.4,-1.0,-1.0,0.429240732801335,0.101513802315227,0.101513802315227,0.2710027100271,0.290536915521439,0.135746606334842,0.208078739637348,0.527891156462585,0.345503116651825,0.263945578231292,0.141558122388793,0.338812931477468,0.53252218963119,12.3,0.825351098307526,75,92.0,,0.113089937666963,0.232413178984862
250138104041,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,3611,3502.0,5.982420133600001,Forest,Google,0.5,-1.0,-1.0,0.318577155433174,0.087949743003998,0.087949743003998,0.186179326099372,0.199599358742068,0.049320583794665,0.075600894867735,0.651107967939651,0.394346087949743,0.325553983969826,0.101769911504425,0.243581657280772,0.383171219841945,0.06,0.384587684551675,98,92.0,,0.133637921187893,0.26070816676185
250138104121,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2586,2341.0,3.9057117248,Forest,Google,0.5,-1.0,-1.0,0.32532780229289,0.179837676206749,0.179837676206749,0.251601879538659,0.269737649535861,0.0,0.0,0.591434398368457,0.371636052968817,0.295717199184228,0.056701924744234,0.135713479515109,0.399451383135168,2.49,0.472092185812027,98,92.0,,0.134985049124306,0.236651003844511
250138104122,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1889,1961.0,2.2933460906,Forest,Google,0.5,-1.0,-1.0,0.30565377434868,0.065782763895971,0.065782763895971,0.065934065934066,0.070686673732359,0.053088803088803,0.081376997435391,0.717162872154116,0.417644059153493,0.358581436077058,0.056701924744234,0.135713479515109,0.399451383135168,2.93,0.487936622254231,93,92.0,,0.157572667006629,0.260071392146864
250138104123,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1543,1617.0,2.2934873055,Forest,Google,0.5,-1.0,-1.0,0.311254414332913,0.133580705009276,0.133580705009276,0.21264367816092,0.227971293541047,0.0,0.0,0.602576808721506,0.376004947433519,0.301288404360753,0.056701924744234,0.135713479515109,0.399451383135168,1.74,0.445084623694635,100,92.0,,0.185528756957328,0.19047619047619
250138104141,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2018,2351.0,5.537036631099999,Forest,Google,0.5,-1.0,-1.0,0.274899407686053,0.34666099532114,0.34666099532114,0.130984042553191,0.140425531914894,0.087512291052114,0.134142927890102,0.20378904249872,0.169289663972778,0.10189452124936,0.009344510100316,0.022365660174647,0.32063671323147,-2.45,0.294202376665466,99,92.0,,0.058273075287112,0.111016588685666
250138104142,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1269,1267.0,5.1930779476,Forest,Google,0.5,-1.0,-1.0,0.291863311833966,0.079715864246251,0.079715864246251,0.143646408839779,0.154000616989651,0.097378277153558,0.149265972279176,0.846938775510204,0.458563535911602,0.423469387755102,0.009344510100316,0.022365660174647,0.32063671323147,-1.1,0.342815988476774,97,92.0,,0.203630623520126,0.254932912391476
250138104143,Ludlow,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2673,3769.0,11.362054925899999,Forest,Google,0.5,-1.0,-1.0,0.217825189200433,0.052268506235076,0.052268506235076,0.132661183337755,0.142223563050426,0.0,0.0,0.623169681309216,0.383921464579464,0.311584840654608,0.009344510100316,0.022365660174647,0.32063671323147,-8.75,0.067338854879366,100,92.0,,0.204298222340143,0.179623242239321
250138106011,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,831,1040.0,1.7927290244,Forest,Google,0.5,-1.0,-1.0,0.371392497395549,0.0,0.0,0.405769230769231,0.435017571261226,0.045275590551181,0.069400540260935,0.808695652173913,0.447115384615385,0.404347826086957,0.067838573904432,0.162368543068716,0.538435701722072,3.3,0.501260352898812,95,85.0,C,0.259615384615385,0.1875
250138106012,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2343,2227.0,3.5941796288,Forest,Google,0.5,-1.0,-1.0,0.439194951261269,0.176470588235294,0.176470588235294,0.477355072463768,0.511763407636283,0.057114228456914,0.0875473574887,0.683295540438398,0.405927256398743,0.341647770219199,0.067838573904432,0.162368543068716,0.538435701722072,12.15,0.819949585884048,71,85.0,C,0.14099685675797,0.264930399640772
250138106013,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,985,998.0,0.7182670118,Forest,Google,0.5,-1.0,-1.0,0.414376093195143,0.524048096192385,0.524048096192385,0.133263378803778,0.142869165499278,0.080267558528428,0.123037863437736,0.465491923641703,0.317635270541082,0.232745961820852,0.067838573904432,0.162368543068716,0.538435701722072,9.42,0.721642059776738,83,85.0,C,0.209418837675351,0.108216432865731
250138106021,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,2573,2711.0,10.097312175599999,Forest,Google,0.5,-1.0,-1.0,0.278491863966585,0.030247141276282,0.030247141276282,0.173192771084337,0.185676717020366,0.034223134839151,0.052458819826436,0.826819407008086,0.452600516414607,0.413409703504043,0.022727272727273,0.054396694214876,0.339153357497914,-1.93,0.312927619733525,100,85.0,C,0.114717816303947,0.33788270011066
250138107001,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1684,1756.0,1.8817299382,Forest,Google,0.5,-1.0,-1.0,0.368305390848699,0.466400911161731,0.466400911161731,0.152619589977221,0.163620595955274,0.179976162097735,0.275875868908937,0.490662139219015,0.329157175398633,0.245331069609508,0.019559500328731,0.046814774968621,0.420645409295443,2.38,0.468131076701476,98,85.0,C,0.085990888382688,0.243166287015945
250138107002,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,902,945.0,0.5520135207,Forest,Google,0.5,-1.0,-1.0,0.32947982908693,0.274074074074074,0.274074074074074,0.039344262295082,0.042180244653408,0.036297640653357,0.055638719249672,0.634948096885813,0.388359788359788,0.317474048442907,0.019559500328731,0.046814774968621,0.420645409295443,6.82,0.628015844436442,93,85.0,C,0.221164021164021,0.167195767195767
250138107003,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1377,1357.0,0.28716085,Forest,Google,0.4,-1.0,-1.0,0.439955003195103,0.421518054532056,0.421518054532056,0.447310243183493,0.479552910458648,0.0,0.0,0.866574965612105,0.464259395725866,0.433287482806052,0.019559500328731,0.046814774968621,0.420645409295443,12.77,0.842275837234426,77,85.0,D,0.180545320560059,0.283714075165807
250138107004,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,926,925.0,0.3670219341,Forest,Google,0.4,-1.0,-1.0,0.374826834934131,0.32,0.32,0.24972972972973,0.267730552887913,0.0,0.0,0.631393298059965,0.387027027027027,0.315696649029982,0.019559500328731,0.046814774968621,0.420645409295443,10.67,0.766654663305726,84,85.0,C,0.261621621621622,0.125405405405405
250138107005,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1358,1346.0,0.5030183999,Forest,Google,0.4,-1.0,-1.0,0.490132659656221,0.437592867756315,0.437592867756315,0.540861812778603,0.579847791161629,0.174484052532833,0.267457306802153,1.09984399375975,0.523774145616642,0.549921996879875,0.019559500328731,0.046814774968621,0.420645409295443,9.71,0.732084983795463,82,85.0,D,0.297176820208024,0.226597325408618
250138108001,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1770,1257.0,0.7199639782,Forest,Google,0.4,-1.0,-1.0,0.42162014757194,0.430389817024662,0.430389817024662,0.389021479713604,0.417062621906158,0.067092651757188,0.102842750868683,0.609475032010243,0.378679395385839,0.304737516005122,0.044548044548045,0.106623719714629,0.453481432541384,8.44,0.686352178610011,88,85.0,D,0.128082736674622,0.250596658711217
250138108002,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1230,1765.0,0.7173699091,Forest,Google,0.5,-1.0,-1.0,0.50518989657703,0.580169971671388,0.580169971671388,0.551764705882353,0.59153657808301,0.128246753246753,0.196582614465826,0.89989235737352,0.473654390934844,0.44994617868676,0.044548044548045,0.106623719714629,0.453481432541384,10.85,0.7731364782139,67,85.0,D,0.374504249291785,0.099150141643059
250138108003,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1080,1096.0,1.049516397,Forest,Google,0.5,-1.0,-1.0,0.351554003028337,0.240875912408759,0.240875912408759,0.240875912408759,0.258238541628071,0.086148648648649,0.132052673111067,0.451655629139073,0.311131386861314,0.225827814569536,0.044548044548045,0.106623719714629,0.453481432541384,4.36,0.539431040691394,90,85.0,C,0.184306569343066,0.126824817518248
250138109011,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1140,1101.0,0.2817533839,Forest,Google,0.3,-1.0,-1.0,0.497977168673324,0.569482288828338,0.569482288828338,0.590372388737511,0.632927149753108,0.019417475728155,0.029764013889873,0.529166666666667,0.346049046321526,0.264583333333333,0.05526590198123,0.132276424305621,0.593460360825887,13.62,0.872884407634138,83,85.0,D,0.214350590372389,0.131698455949137
250138109012,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,849,876.0,0.6678480838,Forest,Google,0.5,-1.0,-1.0,0.472142674519082,0.65296803652968,0.65296803652968,0.582191780821918,0.624156873652736,0.007125890736342,0.010922898208991,0.684615384615385,0.406392694063927,0.342307692307692,0.05526590198123,0.132276424305621,0.593460360825887,4.33,0.538350738206698,92,85.0,D,0.247716894977169,0.158675799086758
250138109021,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1602,1850.0,0.7132777366,Forest,Google,0.4,-1.0,-1.0,0.325362062296749,0.121621621621622,0.121621621621622,0.156033287101248,0.16728035652682,0.0,0.0,0.464766429136975,0.317297297297297,0.232383214568488,0.040397045244691,0.096688491563838,0.472256831858355,7.78,0.662585523946705,90,85.0,C,0.172432432432432,0.144864864864865
250138109022,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,649,503.0,0.1865023914,Forest,Google,0.4,-1.0,-1.0,0.407262712133189,0.558648111332008,0.558648111332008,0.238568588469185,0.255764902967979,0.0,0.0,0.401114206128134,0.286282306163022,0.200557103064067,0.040397045244691,0.096688491563838,0.472256831858355,11.76,0.805905653583003,75,85.0,C,0.147117296222664,0.139165009940358
250138109023,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1500,1497.0,1.3987037359,Forest,Google,0.5,-1.0,-1.0,0.447881206436551,0.454909819639279,0.454909819639279,0.425517702070808,0.456189536433273,0.277842907385698,0.425890587963478,0.589171974522293,0.370741482965932,0.294585987261146,0.040397045244691,0.096688491563838,0.472256831858355,3.41,0.505221462009363,90,85.0,C,0.230460921843687,0.140280561122244
250138109024,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,850,727.0,0.2792085463,Forest,Google,0.4,-1.0,-1.0,0.438909493262458,0.429160935350757,0.429160935350757,0.518569463548831,0.555948582241183,0.148648648648649,0.227855592819096,0.374291115311909,0.272352132049519,0.187145557655955,0.040397045244691,0.096688491563838,0.472256831858355,7.9,0.666906733885488,90,85.0,C,0.231086657496561,0.041265474552957
250138110001,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,900,777.0,0.6312507338,Forest,Google,0.5,-1.0,-1.0,0.353903689168657,0.18018018018018,0.18018018018018,0.243243243243243,0.260776512553162,0.130573248407643,0.200148774931424,0.57606490872211,0.365508365508366,0.288032454361055,0.029141808168885,0.069749593224582,0.396156622608006,5.48,0.579762333453367,98,85.0,D,0.163449163449163,0.202059202059202
250138110002,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,771,734.0,0.2900577162,Forest,Google,0.4,-1.0,-1.0,0.337428801677451,0.053133514986376,0.053133514986376,0.126702997275204,0.135835903677782,0.188559322033898,0.289032537424224,0.241962774957699,0.194822888283379,0.120981387478849,0.029141808168885,0.069749593224582,0.396156622608006,11.09,0.781778898091466,86,85.0,C,0.08991825613079,0.104904632152588
250138110003,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,910,808.0,1.6520998684,Forest,Google,0.5,-1.0,-1.0,0.327271770375973,0.100247524752475,0.100247524752475,0.283415841584158,0.303844800723727,0.026030368763557,0.039900565258008,0.733905579399142,0.423267326732673,0.366952789699571,0.029141808168885,0.069749593224582,0.396156622608006,3.01,0.490817428880086,99,85.0,D,0.118811881188119,0.304455445544554
250138110004,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1143,976.0,1.0502333263,Forest,Google,0.5,-1.0,-1.0,0.312683316948253,0.305327868852459,0.305327868852459,0.084016393442623,0.090072397436964,0.015094339622641,0.023137308910618,0.621262458471761,0.383196721311475,0.31063122923588,0.029141808168885,0.069749593224582,0.396156622608006,2.13,0.459128555995679,100,85.0,D,0.161885245901639,0.221311475409836
250138110005,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1138,1357.0,1.1179167966,Forest,Google,0.5,-1.0,-1.0,0.320896599513966,0.21518054532056,0.21518054532056,0.058216654384672,0.062412981756562,0.0,0.0,1.046757164404223,0.511422254974208,0.523378582202112,0.029141808168885,0.069749593224582,0.396156622608006,1.91,0.451206337774577,99,85.0,C,0.326455416359617,0.184966838614591
250138111011,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1380,1043.0,0.30551512,Forest,Google,0.5,-1.0,-1.0,0.514901476019633,0.604985618408437,0.604985618408437,0.74209012464046,0.795580884893732,0.075609756097561,0.115898166280933,0.617054263565891,0.381591562799616,0.308527131782946,0.039431790350233,0.094378197849175,0.589240328614828,9.33,0.71840115232265,74,85.0,C,0.303930968360498,0.077660594439118
250138111012,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1577,1329.0,1.0803302633,Forest,Google,0.5,-1.0,-1.0,0.467262832312955,0.548532731376975,0.548532731376975,0.503474903474903,0.539765987887815,0.027444253859348,0.042067834382942,0.663329161451815,0.398796087283672,0.331664580725907,0.039431790350233,0.094378197849175,0.589240328614828,9.12,0.71083903492978,69,85.0,D,0.224981188863807,0.173814898419864
250138111013,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1423,1178.0,0.4721725278,Forest,Google,0.5,-1.0,-1.0,0.345201315750522,0.16553480475382,0.16553480475382,0.130693069306931,0.140113584962557,0.0,0.0,0.51413881748072,0.33955857385399,0.25706940874036,0.039431790350233,0.094378197849175,0.589240328614828,7.73,0.660785019805546,81,85.0,D,0.103565365025467,0.235993208828523
250138111014,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,770,766.0,0.4101340944,Forest,Google,0.5,-1.0,-1.0,0.481281515803676,0.631853785900783,0.631853785900783,0.463446475195822,0.49685226173278,0.186507936507937,0.285888077858881,0.431775700934579,0.301566579634465,0.21588785046729,0.039431790350233,0.094378197849175,0.589240328614828,7.47,0.651422398271516,90,85.0,D,0.206266318537859,0.095300261096606
250138111021,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1428,872.0,0.5104292433,Forest,Google,0.5,-1.0,-1.0,0.410754983295341,0.360091743119266,0.360091743119266,0.213302752293578,0.22867787454012,0.097826086956522,0.149952396064741,0.366771159874608,0.268348623853211,0.183385579937304,0.104241435562806,0.249497137772505,0.549303571002,8.71,0.696074900972272,73,85.0,D,0.041284403669725,0.227064220183486
250138111022,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1938,2585.0,1.2696054525,Forest,Google,0.5,-1.0,-1.0,0.485331898072188,0.505222437137331,0.505222437137331,0.408510638297872,0.437956582784318,0.122178988326848,0.187281660938964,0.758503401360544,0.431334622823985,0.379251700680272,0.104241435562806,0.249497137772505,0.549303571002,8.5,0.688512783579402,71,85.0,D,0.344294003868472,0.087040618955513
250138111023,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1510,1939.0,1.6893944704,Forest,Google,0.5,-1.0,-1.0,0.368810621276182,0.251160391954616,0.251160391954616,0.080453842186694,0.086253053146344,0.0,0.0,0.927435387673956,0.481175863847344,0.463717693836978,0.104241435562806,0.249497137772505,0.549303571002,3.01,0.490817428880086,89,85.0,D,0.288808664259928,0.192367199587416
250138111024,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1118,1265.0,0.4449046458,Forest,Google,0.5,-1.0,-1.0,0.46453773464393,0.610276679841897,0.610276679841897,0.443373493975904,0.475332395572136,0.080473372781065,0.123353345138859,0.351495726495726,0.260079051383399,0.175747863247863,0.104241435562806,0.249497137772505,0.549303571002,7.48,0.651782499099748,73,85.0,D,0.190513833992095,0.069565217391304
250138112001,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1636,1273.0,1.8737331355,Forest,Google,0.5,-1.0,-1.0,0.313515008593296,0.0,0.0,0.172034564021995,0.184435024981956,0.020217729393468,0.030990680092177,0.979782270606532,0.494893951296151,0.489891135303266,0.006076810889645,0.014544570645689,0.425146492007793,3.7,0.515664386028088,97,85.0,D,0.120188531029065,0.374705420267086
250138112002,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1171,1273.0,0.8953856942,Forest,Google,0.5,-1.0,-1.0,0.333518235077337,0.078554595443833,0.078554595443833,0.329143754909662,0.352868837750866,0.021798365122616,0.033413552377732,0.466589861751152,0.318146111547526,0.233294930875576,0.006076810889645,0.014544570645689,0.425146492007793,8.22,0.678429960388909,86,85.0,D,0.239591516103692,0.078554595443833
250138112003,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1040,1019.0,0.392689044,Forest,Google,0.4,-1.0,-1.0,0.394978191134572,0.52306182531894,0.52306182531894,0.222767419038273,0.238824765994331,0.0,0.0,0.523168908819133,0.343473994111874,0.261584454409567,0.006076810889645,0.014544570645689,0.425146492007793,12.46,0.831112711559237,83,85.0,C,0.166830225711482,0.176643768400393
250138112004,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,920,682.0,0.6389819339,Forest,Google,0.5,-1.0,-1.0,0.314018898439806,0.01466275659824,0.01466275659824,0.165689149560117,0.177632225315212,0.174917491749175,0.268121702681217,0.403292181069959,0.287390029325513,0.201646090534979,0.006076810889645,0.014544570645689,0.425146492007793,5.01,0.562837594526467,98,85.0,D,0.0,0.287390029325513
250138113011,Chicopee,Massachusetts,MA,Hampden County,"Springfield, MA--CT",439494,MA Congressional District 1,1352,951.0,0.8753653113,Forest,Google,0.5,-1.0,-1.0,0.322306225840558,0.297581493165089,0.297581493165089,0.233438485804416,0.250265016253263,0.0,0.0,0.297407912687585,0.229232386961094,0.148703956343793,0.014123376623377,0.033803659976387,0.458182954289716,4.39,0.540511343176089,91,85.0,C,0.046267087276551,0.182965299684543
